"","isolate1","isolate2","ani","population","sample"
"53765","CW12","13LoS98_3",89.2967,"metapop",269
"53769","CW12","19AcPa151.1.1",89.2815,"metapop",269
"53807","CW12","19AcNV334.1.1",89.0592,"metapop",269
"7332","11LoS17_12","19AcS398sp.3.1",98.8445,"species",269
"7363","11LoS17_12","19AcPa151.2.1",98.7012,"species",269
"7381","11LoS17_12","19AcS123.1.1",98.5401,"species",269
"7419","11LoS17_12","19AcPa178.1.1",95.6685,"species",269
"38104","19AcPa151.2.1","19AcS398sp.3.1",99.0315,"species",269
"381311","19AcPa151.2.1","11LoS17_12",98.744,"species",269
"38189","19AcPa151.2.1","19AcS123.1.1",98.3566,"species",269
"38208","19AcPa151.2.1","19AcPa178.1.1",95.5633,"species",269
"40930","19AcPa178.1.1","19AcS123.1.1",95.9423,"species",269
"40966","19AcPa178.1.1","11LoS17_12",95.7064,"species",269
"40969","19AcPa178.1.1","19AcS398sp.3.1",95.6923,"species",269
"40986","19AcPa178.1.1","19AcPa151.2.1",95.576,"species",269
"43791","19AcS123.1.1","11LoS17_12",98.5487,"species",269
"43807","19AcS123.1.1","19AcS398sp.3.1",98.4253,"species",269
"438221","19AcS123.1.1","19AcPa151.2.1",98.3605,"species",269
"438421","19AcS123.1.1","19AcPa178.1.1",95.7393,"species",269
"51015","19AcS398sp.3.1","19AcPa151.2.1",98.9884,"species",269
"51037","19AcS398sp.3.1","11LoS17_12",98.852,"species",269
"51107","19AcS398sp.3.1","19AcS123.1.1",98.4192,"species",269
"51137","19AcS398sp.3.1","19AcPa178.1.1",95.54,"species",269
"19399","19AcARN282.1.1","19AcAm206.2.1",91.2182,"metapop",270
"194461","19AcARN282.1.1","19AcS217.3.1",91.007,"metapop",270
"194751","19AcARN282.1.1","19AcS307.2.1",90.8948,"metapop",270
"19557","19AcARN282.1.1","19AcNV335.2.1",90.5042,"metapop",270
"24826","19AcAm206.2.1","19AcS217.3.1",99.5302,"metapop",270
"24897","19AcAm206.2.1","19AcS307.2.1",98.9039,"metapop",270
"249831","19AcAm206.2.1","19AcNV335.2.1",91.8579,"metapop",270
"250141","19AcAm206.2.1","19AcARN282.1.1",90.9926,"metapop",270
"40732","19AcNV335.2.1","19AcAm206.2.1",91.9355,"metapop",270
"40749","19AcNV335.2.1","19AcS217.3.1",91.9047,"metapop",270
"40834","19AcNV335.2.1","19AcS307.2.1",91.0835,"metapop",270
"40888","19AcNV335.2.1","19AcARN282.1.1",90.6341,"metapop",270
"52358","19AcS217.3.1","19AcAm206.2.1",99.5327,"metapop",270
"52397","19AcS217.3.1","19AcS307.2.1",99.202,"metapop",270
"52520","19AcS217.3.1","19AcNV335.2.1",91.6674,"metapop",270
"52542","19AcS217.3.1","19AcARN282.1.1",90.9217,"metapop",270
"53635","19AcS307.2.1","19AcS217.3.1",99.2117,"metapop",270
"53673","19AcS307.2.1","19AcAm206.2.1",98.9113,"metapop",270
"53797","19AcS307.2.1","19AcNV335.2.1",90.8364,"metapop",270
"53799","19AcS307.2.1","19AcARN282.1.1",90.7834,"metapop",270
"8990","11LoS18_3","19AcPa284.3.1",99.2412,"species",270
"9003","11LoS18_3","19AcS313A.1.1",99.0419,"species",270
"9020","11LoS18_3","19AcS313B.1.1",98.9603,"species",270
"9027","11LoS18_3","19AcPa144.2.1",98.9055,"species",270
"419391","19AcPa144.2.1","19AcPa284.3.1",99.3728,"species",270
"419601","19AcPa144.2.1","19AcS313A.1.1",99.2693,"species",270
"419781","19AcPa144.2.1","19AcS313B.1.1",99.1579,"species",270
"41996","19AcPa144.2.1","11LoS18_3",98.915,"species",270
"47624","19AcPa284.3.1","19AcS313A.1.1",99.7114,"species",270
"47646","19AcPa284.3.1","19AcS313B.1.1",99.6251,"species",270
"47677","19AcPa284.3.1","19AcPa144.2.1",99.3733,"species",270
"47688","19AcPa284.3.1","11LoS18_3",99.2424,"species",270
"55072","19AcS313A.1.1","19AcPa284.3.1",99.7122,"species",270
"55076","19AcS313A.1.1","19AcS313B.1.1",99.6931,"species",270
"551182","19AcS313A.1.1","19AcPa144.2.1",99.269,"species",270
"55140","19AcS313A.1.1","11LoS18_3",99.0413,"species",270
"55569","19AcS313B.1.1","19AcS313A.1.1",99.6971,"species",270
"55578","19AcS313B.1.1","19AcPa284.3.1",99.6254,"species",270
"55627","19AcS313B.1.1","19AcPa144.2.1",99.1686,"species",270
"55649","19AcS313B.1.1","11LoS18_3",98.9627,"species",270
"28457","19AcD271.1.1","19AcS182.1.1",99.4684,"metapop",271
"28517","19AcD271.1.1","19AcS183.2.1",99.3673,"metapop",271
"28529","19AcD271.1.1","19AcS123.1.1",99.3517,"metapop",271
"28597","19AcD271.1.1","19AcGLBFCO3.1.1",94.421,"metapop",271
"34449","19AcGLBFCO3.1.1","19AcD271.1.1",94.3945,"metapop",271
"34458","19AcGLBFCO3.1.1","19AcS182.1.1",94.3898,"metapop",271
"34505","19AcGLBFCO3.1.1","19AcS123.1.1",94.3273,"metapop",271
"34519","19AcGLBFCO3.1.1","19AcS183.2.1",94.2701,"metapop",271
"46035","19AcS123.1.1","19AcS182.1.1",99.509,"metapop",271
"46080","19AcS123.1.1","19AcS183.2.1",99.3805,"metapop",271
"46089","19AcS123.1.1","19AcD271.1.1",99.3539,"metapop",271
"46135","19AcS123.1.1","19AcGLBFCO3.1.1",94.3441,"metapop",271
"481221","19AcS182.1.1","19AcS183.2.1",99.5916,"metapop",271
"48133","19AcS182.1.1","19AcS123.1.1",99.5063,"metapop",271
"48155","19AcS182.1.1","19AcD271.1.1",99.464,"metapop",271
"48268","19AcS182.1.1","19AcGLBFCO3.1.1",94.3899,"metapop",271
"48354","19AcS183.2.1","19AcS182.1.1",99.592,"metapop",271
"483841","19AcS183.2.1","19AcS123.1.1",99.373,"metapop",271
"483891","19AcS183.2.1","19AcD271.1.1",99.3633,"metapop",271
"48505","19AcS183.2.1","19AcGLBFCO3.1.1",94.2857,"metapop",271
"254","05LoH17.10","19AcPa147.2.2",98.5963,"species",271
"2672","05LoH17.10","11LoS21_3",96.2368,"species",271
"323","05LoH17.10","19AcAm42.2.1",96.1373,"species",271
"401","05LoH17.10","19AcGLB196.3.1",92.1498,"species",271
"8902","11LoS21_3","05LoH17.10",96.2339,"species",271
"8906","11LoS21_3","19AcPa147.2.2",96.2182,"species",271
"8923","11LoS21_3","19AcAm42.2.1",95.9984,"species",271
"8933","11LoS21_3","19AcGLB196.3.1",92.1304,"species",271
"26796","19AcAm42.2.1","19AcPa147.2.2",96.1078,"species",271
"26798","19AcAm42.2.1","05LoH17.10",96.0957,"species",271
"268161","19AcAm42.2.1","11LoS21_3",95.9548,"species",271
"26948","19AcAm42.2.1","19AcGLB196.3.1",91.9632,"species",271
"32270","19AcGLB196.3.1","19AcPa147.2.2",92.18,"species",271
"322761","19AcGLB196.3.1","19AcAm42.2.1",92.1295,"species",271
"32277","19AcGLB196.3.1","05LoH17.10",92.124,"species",271
"32351","19AcGLB196.3.1","11LoS21_3",91.9792,"species",271
"40063","19AcPa147.2.2","05LoH17.10",98.5814,"species",271
"40091","19AcPa147.2.2","11LoS21_3",96.2243,"species",271
"40163","19AcPa147.2.2","19AcAm42.2.1",96.125,"species",271
"40217","19AcPa147.2.2","19AcGLB196.3.1",92.3229,"species",271
"5710","09LoS36_3","11LoS34_2",99.6276,"metapop",272
"5712","09LoS36_3","19AcAm129.2.1",99.6251,"metapop",272
"5724","09LoS36_3","19AcAm206.2.1",99.568,"metapop",272
"5736","09LoS36_3","19AcAm40.6.1",99.5191,"metapop",272
"11353","11LoS34_2","09LoS36_3",99.6303,"metapop",272
"113941","11LoS34_2","19AcAm40.6.1",99.4787,"metapop",272
"11413","11LoS34_2","19AcAm129.2.1",99.4138,"metapop",272
"11434","11LoS34_2","19AcAm206.2.1",99.2983,"metapop",272
"21269","19AcAm129.2.1","19AcAm206.2.1",99.6466,"metapop",272
"21281","19AcAm129.2.1","09LoS36_3",99.6184,"metapop",272
"21315","19AcAm129.2.1","19AcAm40.6.1",99.4797,"metapop",272
"21336","19AcAm129.2.1","11LoS34_2",99.4102,"metapop",272
"24094","19AcAm206.2.1","19AcAm129.2.1",99.645,"metapop",272
"24112","19AcAm206.2.1","19AcAm40.6.1",99.582,"metapop",272
"24118","19AcAm206.2.1","09LoS36_3",99.5551,"metapop",272
"24197","19AcAm206.2.1","11LoS34_2",99.1183,"metapop",272
"267191","19AcAm40.6.1","19AcAm206.2.1",99.581,"metapop",272
"26738","19AcAm40.6.1","19AcAm129.2.1",99.4749,"metapop",272
"26769","19AcAm40.6.1","11LoS34_2",99.3502,"metapop",272
"26776","19AcAm40.6.1","09LoS36_3",99.3293,"metapop",272
"42721","05LoS23_11","11LoS14_2",99.6313,"species",272
"43231","05LoS23_11","19AcAm40.6.1",99.4541,"species",272
"4347","05LoS23_11","11LoS7_1",99.3683,"species",272
"4354","05LoS23_11","19AcAm127A.1.1",99.35,"species",272
"73341","11LoS14_2","05LoS23_11",99.632,"species",272
"73881","11LoS14_2","19AcAm40.6.1",99.4628,"species",272
"7426","11LoS14_2","11LoS7_1",99.3634,"species",272
"7438","11LoS14_2","19AcAm127A.1.1",99.281,"species",272
"12064","11LoS7_1","19AcAm40.6.1",99.5736,"species",272
"12086","11LoS7_1","19AcAm127A.1.1",99.5136,"species",272
"12157","11LoS7_1","05LoS23_11",99.1893,"species",272
"12160","11LoS7_1","11LoS14_2",99.182,"species",272
"203241","19AcAm127A.1.1","11LoS7_1",99.5232,"species",272
"20332","19AcAm127A.1.1","19AcAm40.6.1",99.4832,"species",272
"20398","19AcAm127A.1.1","05LoS23_11",99.2225,"species",272
"20407","19AcAm127A.1.1","11LoS14_2",99.1347,"species",272
"26720","19AcAm40.6.1","11LoS7_1",99.5734,"species",272
"26736","19AcAm40.6.1","19AcAm127A.1.1",99.4868,"species",272
"26779","19AcAm40.6.1","11LoS14_2",99.3186,"species",272
"26784","19AcAm40.6.1","05LoS23_11",99.3106,"species",272
"6342","09LoS42_2","19AcS308.2.1",99.7945,"metapop",273
"65062","09LoS42_2","19AcAM288.1.1",90.9319,"metapop",273
"6513","09LoS42_2","19AcD281.2.1",90.8993,"metapop",273
"6514","09LoS42_2","11LoS6_2",90.8925,"metapop",273
"12208","11LoS6_2","19AcAM288.1.1",91.0553,"metapop",273
"122821","11LoS6_2","19AcS308.2.1",90.8949,"metapop",273
"12308","11LoS6_2","09LoS42_2",90.8715,"metapop",273
"12380","11LoS6_2","19AcD281.2.1",90.0496,"metapop",273
"16637","19AcAM288.1.1","19AcD281.2.1",91.9881,"metapop",273
"16693","19AcAM288.1.1","19AcS308.2.1",91.0539,"metapop",273
"16789","19AcAM288.1.1","09LoS42_2",90.9054,"metapop",273
"16808","19AcAM288.1.1","11LoS6_2",90.7946,"metapop",273
"274031","19AcD281.2.1","19AcAM288.1.1",91.9978,"metapop",273
"27450","19AcD281.2.1","19AcS308.2.1",90.9889,"metapop",273
"27468","19AcD281.2.1","09LoS42_2",90.9755,"metapop",273
"27599","19AcD281.2.1","11LoS6_2",90.1115,"metapop",273
"47788","19AcS308.2.1","09LoS42_2",99.7882,"metapop",273
"47921","19AcS308.2.1","19AcAM288.1.1",91.09,"metapop",273
"47924","19AcS308.2.1","11LoS6_2",91.0666,"metapop",273
"47936","19AcS308.2.1","19AcD281.2.1",90.9285,"metapop",273
"272","05LoH17.10","19AcS312.2.1",95.6564,"species",273
"3121","05LoH17.10","19AcS142.3.1",95.63,"species",273
"357","05LoH17.10","19AcGLB381sp.3.1",95.5813,"species",273
"412","05LoH17.10","13LoS16_4",91.1563,"species",273
"14072","13LoS16_4","19AcS142.3.1",91.5257,"species",273
"14082","13LoS16_4","19AcGLB381sp.3.1",91.4948,"species",273
"14151","13LoS16_4","19AcS312.2.1",91.4326,"species",273
"14215","13LoS16_4","05LoH17.10",91.0884,"species",273
"31903","19AcGLB381sp.3.1","19AcS142.3.1",95.8538,"species",273
"31923","19AcGLB381sp.3.1","19AcS312.2.1",95.8395,"species",273
"31959","19AcGLB381sp.3.1","05LoH17.10",95.6188,"species",273
"31997","19AcGLB381sp.3.1","13LoS16_4",91.5395,"species",273
"44252","19AcS142.3.1","19AcS312.2.1",99.847,"species",273
"44359","19AcS142.3.1","19AcGLB381sp.3.1",95.8298,"species",273
"443771","19AcS142.3.1","05LoH17.10",95.6383,"species",273
"44397","19AcS142.3.1","13LoS16_4",91.5593,"species",273
"48469","19AcS312.2.1","19AcS142.3.1",99.8483,"species",273
"48571","19AcS312.2.1","19AcGLB381sp.3.1",95.7964,"species",273
"48585","19AcS312.2.1","05LoH17.10",95.6636,"species",273
"486071","19AcS312.2.1","13LoS16_4",91.5441,"species",273
"13896","13LoS18_3","19AcNV335.2.1",91.4992,"metapop",274
"13973","13LoS18_3","19AcS311.1.1",90.8465,"metapop",274
"14043","13LoS18_3","19AcS11.2.1",90.6952,"metapop",274
"14090","13LoS18_3","19AcGR302.3.1",90.0442,"metapop",274
"35388","19AcGR302.3.1","19AcNV335.2.1",91.188,"metapop",274
"35467","19AcGR302.3.1","19AcS11.2.1",90.0866,"metapop",274
"35541","19AcGR302.3.1","19AcS311.1.1",89.8362,"metapop",274
"35579","19AcGR302.3.1","13LoS18_3",89.6676,"metapop",274
"38572","19AcNV335.2.1","19AcS311.1.1",91.6954,"metapop",274
"38618","19AcNV335.2.1","13LoS18_3",91.5411,"metapop",274
"386521","19AcNV335.2.1","19AcS11.2.1",91.4579,"metapop",274
"38710","19AcNV335.2.1","19AcGR302.3.1",90.9185,"metapop",274
"46000","19AcS11.2.1","19AcS311.1.1",98.9076,"metapop",274
"46058","19AcS11.2.1","19AcNV335.2.1",91.9037,"metapop",274
"46090","19AcS11.2.1","13LoS18_3",90.8565,"metapop",274
"46123","19AcS11.2.1","19AcGR302.3.1",89.8674,"metapop",274
"51019","19AcS311.1.1","19AcS11.2.1",98.9105,"metapop",274
"51079","19AcS311.1.1","19AcNV335.2.1",91.6794,"metapop",274
"511031","19AcS311.1.1","13LoS18_3",90.6579,"metapop",274
"511421","19AcS311.1.1","19AcGR302.3.1",89.5736,"metapop",274
"3151","05LoS23R7_12","19AcGLBFCO1.1.1",99.3845,"species",274
"3174","05LoS23R7_12","19AcS142.2.1",99.2939,"species",274
"3206","05LoS23R7_12","19AcD271.1.1",99.1397,"species",274
"32611","05LoS23R7_12","19AcAm206.1.1",95.803,"species",274
"23703","19AcAm206.1.1","19AcD271.1.1",96.0181,"species",274
"23732","19AcAm206.1.1","19AcS142.2.1",95.8675,"species",274
"237801","19AcAm206.1.1","05LoS23R7_12",95.8179,"species",274
"237961","19AcAm206.1.1","19AcGLBFCO1.1.1",95.7743,"species",274
"28939","19AcD271.1.1","19AcS142.2.1",99.3396,"species",274
"289631","19AcD271.1.1","05LoS23R7_12",99.1478,"species",274
"290001","19AcD271.1.1","19AcGLBFCO1.1.1",99.037,"species",274
"29051","19AcD271.1.1","19AcAm206.1.1",96.0127,"species",274
"34668","19AcGLBFCO1.1.1","05LoS23R7_12",99.3827,"species",274
"34739","19AcGLBFCO1.1.1","19AcS142.2.1",99.039,"species",274
"347441","19AcGLBFCO1.1.1","19AcD271.1.1",99.0292,"species",274
"34806","19AcGLBFCO1.1.1","19AcAm206.1.1",95.7716,"species",274
"46866","19AcS142.2.1","19AcD271.1.1",99.3393,"species",274
"468691","19AcS142.2.1","05LoS23R7_12",99.3066,"species",274
"46923","19AcS142.2.1","19AcGLBFCO1.1.1",99.0462,"species",274
"46991","19AcS142.2.1","19AcAm206.1.1",95.8291,"species",274
"5097","09LoS35_1","19AcAm184.3.1",99.6717,"metapop",275
"5137","09LoS35_1","19AcS123.1.1",99.4452,"metapop",275
"5147","09LoS35_1","19AcNV334.1.1",99.3827,"metapop",275
"5255","09LoS35_1","19AcS295.1.1",91.1588,"metapop",275
"217061","19AcAm184.3.1","09LoS35_1",99.6722,"metapop",275
"21779","19AcAm184.3.1","19AcS123.1.1",99.2905,"metapop",275
"21790","19AcAm184.3.1","19AcNV334.1.1",99.2734,"metapop",275
"218851","19AcAm184.3.1","19AcS295.1.1",91.2476,"metapop",275
"38139","19AcNV334.1.1","19AcS123.1.1",99.3951,"metapop",275
"38143","19AcNV334.1.1","09LoS35_1",99.388,"metapop",275
"38192","19AcNV334.1.1","19AcAm184.3.1",99.2653,"metapop",275
"38284","19AcNV334.1.1","19AcS295.1.1",90.8112,"metapop",275
"47547","19AcS123.1.1","09LoS35_1",99.4545,"metapop",275
"475671","19AcS123.1.1","19AcNV334.1.1",99.3962,"metapop",275
"47587","19AcS123.1.1","19AcAm184.3.1",99.2954,"metapop",275
"476711","19AcS123.1.1","19AcS295.1.1",91.1293,"metapop",275
"50890","19AcS295.1.1","19AcAm184.3.1",91.1626,"metapop",275
"50937","19AcS295.1.1","09LoS35_1",91.0207,"metapop",275
"50975","19AcS295.1.1","19AcS123.1.1",90.9135,"metapop",275
"51023","19AcS295.1.1","19AcNV334.1.1",90.7443,"metapop",275
"52","05LoH15.1","19AcPa144.2.1",96.2235,"species",275
"129","05LoH15.1","19AcPa151A.1.1",95.9054,"species",275
"134","05LoH15.1","19AcGLB381sp.3.1",95.897,"species",275
"191","05LoH15.1","19AcGLB196.3.1",90.7804,"species",275
"33051","19AcGLB196.3.1","05LoH15.1",91.3854,"species",275
"33056","19AcGLB196.3.1","19AcPa151A.1.1",91.3529,"species",275
"330591","19AcGLB196.3.1","19AcPa144.2.1",91.3354,"species",275
"33068","19AcGLB196.3.1","19AcGLB381sp.3.1",91.2663,"species",275
"34997","19AcGLB381sp.3.1","19AcPa144.2.1",95.9767,"species",275
"35004","19AcGLB381sp.3.1","05LoH15.1",95.9658,"species",275
"35071","19AcGLB381sp.3.1","19AcPa151A.1.1",95.6869,"species",275
"351371","19AcGLB381sp.3.1","19AcGLB196.3.1",91.2514,"species",275
"40256","19AcPa144.2.1","19AcPa151A.1.1",99.6264,"species",275
"40387","19AcPa144.2.1","05LoH15.1",96.1425,"species",275
"40395","19AcPa144.2.1","19AcGLB381sp.3.1",96.0798,"species",275
"40444","19AcPa144.2.1","19AcGLB196.3.1",91.0761,"species",275
"41967","19AcPa151A.1.1","19AcPa144.2.1",99.6335,"species",275
"42094","19AcPa151A.1.1","05LoH15.1",95.8298,"species",275
"42097","19AcPa151A.1.1","19AcGLB381sp.3.1",95.8067,"species",275
"42124","19AcPa151A.1.1","19AcGLB196.3.1",91.3175,"species",275
"239711","19AcAm40.3.1","19AcS142.2.1",99.8343,"metapop",276
"240911","19AcAm40.3.1","19AcPa146.3.1",96.3166,"metapop",276
"24113","19AcAm40.3.1","19AcPa178.1.1",95.4587,"metapop",276
"24169","19AcAm40.3.1","19AcD298.3.1",89.7178,"metapop",276
"27481","19AcD298.3.1","19AcPa178.1.1",90.1726,"metapop",276
"275311","19AcD298.3.1","19AcAm40.3.1",89.7304,"metapop",276
"27541","19AcD298.3.1","19AcS142.2.1",89.6851,"metapop",276
"275601","19AcD298.3.1","19AcPa146.3.1",89.4476,"metapop",276
"334631","19AcPa146.3.1","19AcPa178.1.1",98.1837,"metapop",276
"33515","19AcPa146.3.1","19AcS142.2.1",96.3245,"metapop",276
"335161","19AcPa146.3.1","19AcAm40.3.1",96.3239,"metapop",276
"33662","19AcPa146.3.1","19AcD298.3.1",89.4067,"metapop",276
"37082","19AcPa178.1.1","19AcPa146.3.1",98.1214,"metapop",276
"37193","19AcPa178.1.1","19AcAm40.3.1",95.5373,"metapop",276
"37203","19AcPa178.1.1","19AcS142.2.1",95.5216,"metapop",276
"37262","19AcPa178.1.1","19AcD298.3.1",90.147,"metapop",276
"40243","19AcS142.2.1","19AcAm40.3.1",99.8358,"metapop",276
"40365","19AcS142.2.1","19AcPa146.3.1",96.3234,"metapop",276
"40385","19AcS142.2.1","19AcPa178.1.1",95.4492,"metapop",276
"40440","19AcS142.2.1","19AcD298.3.1",89.681,"metapop",276
"1610","05LoS16R1_16","19AcS397Asp.3.1",99.7339,"species",276
"1651","05LoS16R1_16","19AcS180A.1.1",99.5626,"species",276
"1737","05LoS16R1_16","19AcPa146.3.1",95.5271,"species",276
"1745","05LoS16R1_16","19AcAm187A.2.1",93.939,"species",276
"20382","19AcAm187A.2.1","05LoS16R1_16",94.0103,"species",276
"20421","19AcAm187A.2.1","19AcS397Asp.3.1",93.9612,"species",276
"20423","19AcAm187A.2.1","19AcS180A.1.1",93.9588,"species",276
"20447","19AcAm187A.2.1","19AcPa146.3.1",93.218,"species",276
"33553","19AcPa146.3.1","19AcS397Asp.3.1",95.5703,"species",276
"33569","19AcPa146.3.1","05LoS16R1_16",95.5531,"species",276
"33602","19AcPa146.3.1","19AcS180A.1.1",95.4131,"species",276
"33613","19AcPa146.3.1","19AcAm187A.2.1",93.1475,"species",276
"41142","19AcS180A.1.1","19AcS397Asp.3.1",99.6823,"species",276
"411961","19AcS180A.1.1","05LoS16R1_16",99.5595,"species",276
"41287","19AcS180A.1.1","19AcPa146.3.1",95.4043,"species",276
"41295","19AcS180A.1.1","19AcAm187A.2.1",93.9071,"species",276
"461591","19AcS397Asp.3.1","05LoS16R1_16",99.7354,"species",276
"461691","19AcS397Asp.3.1","19AcS180A.1.1",99.6829,"species",276
"462591","19AcS397Asp.3.1","19AcPa146.3.1",95.5672,"species",276
"46267","19AcS397Asp.3.1","19AcAm187A.2.1",93.8846,"species",276
"4007","05LoS3_1","09LoS40_3",99.5901,"metapop",277
"4020","05LoS3_1","19AcAm127.1.1",99.538,"metapop",277
"4182","05LoS3_1","19AcGR302.3.1",90.6508,"metapop",277
"4191","05LoS3_1","11LoS33_4",90.5798,"metapop",277
"5890","09LoS40_3","05LoS3_1",99.5892,"metapop",277
"5894","09LoS40_3","19AcAm127.1.1",99.5826,"metapop",277
"6053","09LoS40_3","11LoS33_4",90.7073,"metapop",277
"6076","09LoS40_3","19AcGR302.3.1",90.1591,"metapop",277
"102041","11LoS33_4","05LoS3_1",90.6098,"metapop",277
"10222","11LoS33_4","09LoS40_3",90.5391,"metapop",277
"10236","11LoS33_4","19AcGR302.3.1",90.5098,"metapop",277
"10285","11LoS33_4","19AcAm127.1.1",90.214,"metapop",277
"192051","19AcAm127.1.1","09LoS40_3",99.5823,"metapop",277
"19213","19AcAm127.1.1","05LoS3_1",99.5381,"metapop",277
"193991","19AcAm127.1.1","11LoS33_4",90.5059,"metapop",277
"19401","19AcAm127.1.1","19AcGR302.3.1",90.5035,"metapop",277
"332981","19AcGR302.3.1","05LoS3_1",90.72,"metapop",277
"33348","19AcGR302.3.1","19AcAm127.1.1",90.5668,"metapop",277
"33414","19AcGR302.3.1","11LoS33_4",90.2459,"metapop",277
"33421","19AcGR302.3.1","09LoS40_3",90.2288,"metapop",277
"4941","05LoM26.3","19AcS142.2.1",95.7042,"species",277
"529","05LoM26.3","19AcAm128.1.1",95.4676,"species",277
"565","05LoM26.3","19AcARN300.2.1",95.3502,"species",277
"681","05LoM26.3","11LoS33_5",90.423,"species",277
"10367","11LoS33_5","19AcAm128.1.1",90.9026,"species",277
"103801","11LoS33_5","19AcS142.2.1",90.8251,"species",277
"10423","11LoS33_5","19AcARN300.2.1",90.7016,"species",277
"10522","11LoS33_5","05LoM26.3",90.1953,"species",277
"18332","19AcARN300.2.1","19AcS142.2.1",99.4371,"species",277
"183401","19AcARN300.2.1","19AcAm128.1.1",99.4177,"species",277
"18396","19AcARN300.2.1","05LoM26.3",95.4952,"species",277
"18455","19AcARN300.2.1","11LoS33_5",90.6613,"species",277
"199442","19AcAm128.1.1","19AcARN300.2.1",99.4235,"species",277
"19974","19AcAm128.1.1","19AcS142.2.1",99.2332,"species",277
"20042","19AcAm128.1.1","05LoM26.3",95.3854,"species",277
"200911","19AcAm128.1.1","11LoS33_5",90.7536,"species",277
"44733","19AcS142.2.1","19AcAm128.1.1",99.5128,"species",277
"44749","19AcS142.2.1","19AcARN300.2.1",99.4389,"species",277
"44837","19AcS142.2.1","05LoM26.3",95.7153,"species",277
"44897","19AcS142.2.1","11LoS33_5",90.8759,"species",277
"2736","05LoS23R7_12","19AcAm129.2.1",99.3868,"metapop",278
"2749","05LoS23R7_12","19AcAm209.1.1",99.3674,"metapop",278
"2772","05LoS23R7_12","19AcS312.2.1",99.2784,"metapop",278
"2903","05LoS23R7_12","19AcARN282.1.1",90.6893,"metapop",278
"15129","19AcARN282.1.1","19AcAm129.2.1",90.9332,"metapop",278
"151311","19AcARN282.1.1","19AcAm209.1.1",90.9257,"metapop",278
"15143","19AcARN282.1.1","19AcS312.2.1",90.9077,"metapop",278
"152141","19AcARN282.1.1","05LoS23R7_12",90.7272,"metapop",278
"17941","19AcAm129.2.1","19AcAm209.1.1",99.8406,"metapop",278
"17976","19AcAm129.2.1","19AcS312.2.1",99.756,"metapop",278
"17989","19AcAm129.2.1","05LoS23R7_12",99.6552,"metapop",278
"18132","19AcAm129.2.1","19AcARN282.1.1",90.9622,"metapop",278
"21309","19AcAm209.1.1","19AcAm129.2.1",99.843,"metapop",278
"213131","19AcAm209.1.1","19AcS312.2.1",99.8269,"metapop",278
"213571","19AcAm209.1.1","05LoS23R7_12",99.6385,"metapop",278
"21493","19AcAm209.1.1","19AcARN282.1.1",90.9826,"metapop",278
"450331","19AcS312.2.1","19AcAm209.1.1",99.8302,"metapop",278
"450551","19AcS312.2.1","19AcAm129.2.1",99.7563,"metapop",278
"45106","19AcS312.2.1","05LoS23R7_12",99.5363,"metapop",278
"45237","19AcS312.2.1","19AcARN282.1.1",90.9735,"metapop",278
"25325","19AcD280.2.1","CW9",99.7095,"species",278
"25350","19AcD280.2.1","19AcPa146.2.1",99.5488,"species",278
"254081","19AcD280.2.1","19AcPa285.2.1",99.2679,"species",278
"25427","19AcD280.2.1","19AcS180A.1.1",99.0947,"species",278
"34734","19AcPa146.2.1","19AcD280.2.1",99.8297,"species",278
"34756","19AcPa146.2.1","CW9",99.5859,"species",278
"34804","19AcPa146.2.1","19AcS180A.1.1",99.4576,"species",278
"34811","19AcPa146.2.1","19AcPa285.2.1",99.4294,"species",278
"394822","19AcPa285.2.1","19AcS180A.1.1",99.4321,"species",278
"39485","19AcPa285.2.1","19AcPa146.2.1",99.4248,"species",278
"39496","19AcPa285.2.1","CW9",99.357,"species",278
"39512","19AcPa285.2.1","19AcD280.2.1",99.2658,"species",278
"41740","19AcS180A.1.1","CW9",99.5618,"species",278
"41757","19AcS180A.1.1","19AcPa146.2.1",99.4604,"species",278
"417611","19AcS180A.1.1","19AcPa285.2.1",99.4342,"species",278
"41781","19AcS180A.1.1","19AcD280.2.1",99.3442,"species",278
"492891","CW9","19AcD280.2.1",99.7066,"species",278
"49373","CW9","19AcPa285.2.1",99.3583,"species",278
"49379","CW9","19AcPa146.2.1",99.3209,"species",278
"493871","CW9","19AcS180A.1.1",99.2978,"species",278
"212281","19AcAm188.1.1","19AcPa174.2.1",98.429,"metapop",279
"21236","19AcAm188.1.1","19AcAm40.3.1",95.9777,"metapop",279
"21383","19AcAm188.1.1","19AcNV334.2.1",91.186,"metapop",279
"21423","19AcAm188.1.1","19AcD281.1.1",90.3771,"metapop",279
"24596","19AcAm40.3.1","19AcAm188.1.1",95.9339,"metapop",279
"24621","19AcAm40.3.1","19AcPa174.2.1",95.5939,"metapop",279
"24650","19AcAm40.3.1","19AcNV334.2.1",91.1953,"metapop",279
"246851","19AcAm40.3.1","19AcD281.1.1",90.5794,"metapop",279
"27770","19AcD281.1.1","19AcNV334.2.1",91.1512,"metapop",279
"27870","19AcD281.1.1","19AcAm40.3.1",90.6466,"metapop",279
"27947","19AcD281.1.1","19AcAm188.1.1",90.4033,"metapop",279
"27949","19AcD281.1.1","19AcPa174.2.1",90.3931,"metapop",279
"352661","19AcNV334.2.1","19AcPa174.2.1",91.3123,"metapop",279
